adsorbent,adsorbates,temperature(k),pressure,pressureUnits,total_adsorption,adsorptionUnits,DOI
Zeolite 13X,Carbon Dioxide,373,0.009,bar,0.009,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.011,bar,0.011,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.012,bar,0.012,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.014,bar,0.014,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.015,bar,0.015,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.018,bar,0.018,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.02,bar,0.02,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.022,bar,0.022,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.025,bar,0.025,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.028,bar,0.028,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.032,bar,0.032,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.035,bar,0.035,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.043,bar,0.043,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.056,bar,0.056,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.072,bar,0.072,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.09,bar,0.09,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.115,bar,0.115,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.145,bar,0.145,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.183,bar,0.183,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.23,bar,0.23,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.293,bar,0.293,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.371,bar,0.371,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.47,bar,0.47,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.594,bar,0.594,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.75,bar,0.75,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.847,bar,0.847,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.948,bar,0.948,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,0.99,bar,0.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.013,bar,1.013,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.076,bar,1.076,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.201,bar,1.201,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.39,bar,1.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.59,bar,1.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,1.8,bar,1.8,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,2.0,bar,2.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,3.5,bar,3.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,4.5,bar,4.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,373,5.0,bar,5.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.001,bar,0.001,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.002,bar,0.002,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.003,bar,0.003,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.004,bar,0.004,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.005,bar,0.005,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.007,bar,0.007,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.009,bar,0.009,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.011,bar,0.011,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.012,bar,0.012,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.014,bar,0.014,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.015,bar,0.015,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.018,bar,0.018,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.02,bar,0.02,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.022,bar,0.022,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.025,bar,0.025,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.028,bar,0.028,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.032,bar,0.032,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.035,bar,0.035,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.044,bar,0.044,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.057,bar,0.057,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.072,bar,0.072,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.088,bar,0.088,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.117,bar,0.117,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.144,bar,0.144,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.181,bar,0.181,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.234,bar,0.234,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.293,bar,0.293,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.37,bar,0.37,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.473,bar,0.473,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.591,bar,0.591,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.754,bar,0.754,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.846,bar,0.846,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.952,bar,0.952,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,0.99,bar,0.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.012,bar,1.012,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.076,bar,1.076,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.202,bar,1.202,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.39,bar,1.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.59,bar,1.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,1.79,bar,1.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,2.0,bar,2.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,3.5,bar,3.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,4.5,bar,4.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,348,5.0,bar,5.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.001,bar,0.001,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.002,bar,0.002,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.003,bar,0.003,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.004,bar,0.004,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.005,bar,0.005,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.006,bar,0.006,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.007,bar,0.007,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.009,bar,0.009,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.011,bar,0.011,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.012,bar,0.012,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.013,bar,0.013,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.017,bar,0.017,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.022,bar,0.022,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.028,bar,0.028,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.036,bar,0.036,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.045,bar,0.045,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.056,bar,0.056,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.072,bar,0.072,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.09,bar,0.09,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.115,bar,0.115,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.144,bar,0.144,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.184,bar,0.184,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.23,bar,0.23,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.297,bar,0.297,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.373,bar,0.373,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.47,bar,0.47,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.594,bar,0.594,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.753,bar,0.753,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.85,bar,0.85,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.951,bar,0.951,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,0.99,bar,0.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.013,bar,1.013,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.077,bar,1.077,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.203,bar,1.203,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.39,bar,1.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.6,bar,1.6,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,1.79,bar,1.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,2.0,bar,2.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,3.5,bar,3.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,4.5,bar,4.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,323,4.99,bar,4.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.001,bar,0.001,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.002,bar,0.002,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.003,bar,0.003,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.004,bar,0.004,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.005,bar,0.005,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.006,bar,0.006,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.007,bar,0.007,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.009,bar,0.009,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.011,bar,0.011,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.012,bar,0.012,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.013,bar,0.013,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.018,bar,0.018,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.021,bar,0.021,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.028,bar,0.028,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.036,bar,0.036,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.044,bar,0.044,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.057,bar,0.057,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.072,bar,0.072,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.09,bar,0.09,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.114,bar,0.114,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.145,bar,0.145,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.184,bar,0.184,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.23,bar,0.23,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.292,bar,0.292,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.372,bar,0.372,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.471,bar,0.471,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.596,bar,0.596,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.749,bar,0.749,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.852,bar,0.852,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,0.95,bar,0.95,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.0,bar,1.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.013,bar,1.013,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.077,bar,1.077,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.201,bar,1.201,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.39,bar,1.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.59,bar,1.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.79,bar,1.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,1.99,bar,1.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,3.49,bar,3.49,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,4.51,bar,4.51,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,298,5.0,bar,5.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,0.99,bar,0.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,1.39,bar,1.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,1.59,bar,1.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,1.8,bar,1.8,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,2.0,bar,2.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,3.5,bar,3.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,4.5,bar,4.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,423,5.0,bar,5.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.0,bar,0.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.18,bar,0.18,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.39,bar,0.39,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.59,bar,0.59,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.79,bar,0.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,0.99,bar,0.99,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,1.19,bar,1.19,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,1.4,bar,1.4,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,1.6,bar,1.6,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,1.79,bar,1.79,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,2.0,bar,2.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,2.5,bar,2.5,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,3.0,bar,3.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,3.51,bar,3.51,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,4.0,bar,4.0,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,4.49,bar,4.49,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,398,5.01,bar,5.01,mmol/g,10.1007/s10450-018-00004-2
Zeolite 13X,Carbon Dioxide,313,3.2e-05,bar,3.2e-05,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,6.5e-05,bar,6.5e-05,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.000212,bar,0.000212,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.003114,bar,0.003114,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.005173,bar,0.005173,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.00714,bar,0.00714,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.009294,bar,0.009294,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.010247,bar,0.010247,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.0209,bar,0.0209,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.040994,bar,0.040994,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.049834,bar,0.049834,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.059409,bar,0.059409,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.070135,bar,0.070135,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.081197,bar,0.081197,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.090403,bar,0.090403,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.101641,bar,0.101641,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.115396,bar,0.115396,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.12974,bar,0.12974,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.151677,bar,0.151677,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.170531,bar,0.170531,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.191728,bar,0.191728,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.221968,bar,0.221968,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.252007,bar,0.252007,mmol/g,10.1007/s10450-020-00206-7
Zeolite 13X,Carbon Dioxide,313,0.283333,bar,0.283333,mmol/g,10.1007/s10450-020-00206-7
